Date,Target Name,Target Tags,Target Description,Revenue,Revenue Year,Sector,Buyers,Sellers,Valorisation,Operation Type,Transaction Amount
24 oct. 2024,HUMANSKILLS (EX TEAMINSIDE ET ARA...,"France |, Île-de-France","ESN spécialisée dans le marketing, les services et le conseil en recrutement dans le digital",61,2023,Services & Conseil aux entreprises,B&CAPITAL,"CAPITAL CROISSANCE
                                                    
                            ,                                                            
                                
                                                                                                                    TURENNE GROUPE
                                                    
                            ,                                                            
                                                                        FONDATEUR(S)",50-150 M€,LBO Bis,n.d.
24 oct. 2024,PM STUDIO,"France |, Île-de-France",Conception et fabrication d’articles promotionnels et de packaging secondaires premium,70,2023,Produits & Services industriels,ANDERA PARTNERS,GROUPE RC CONCEPT (RC G...,50-150 M€,MBO,n.d.
24 oct. 2024,GROUPE JVS,"France |, Grand Est",Éditeur de logiciels de gestion et de relation citoyens pour les collectivités territoriales et établissements publics,42,2024,Logiciel et services informatiques,"CAPZA, BPIFRANCE INVESTISSEMENT","PARQUEST
                                                    
                            ,                                                            
                                
                                                                                                                    BPIFRANCE INVESTISSEMENT
                                                    
                            ,                                                            
                                                                        MANAGER(S)",150-250 M€,MBO IV,n.d.
23 oct. 2024,BACOSOFT (TOP 1 NUEVAS TECNOLOGIAS),"Espagne |, Etranger",Édition d'un logiciel de gestion des déclarations légales et réglementaires pour les domaines viticoles,1,2023,Logiciel et services informatiques,ISAGRI,"FONDATEUR(S)
                    
                                                ,                                                            
                                                                        MANAGER(S)",0-20 M€,M&A (Int'l),0-20
23 oct. 2024,MVISION (LONGJUMEAU),"France |, Île-de-France",Spécialiste des prestations techniques audiovisuelles pour des agences de communication et les lieux d’accueil,,N/A,"Média, Marketing/Communication et Télécom","ALIVE GROUPE, IDIA CAPITAL INVESTISSE..., BPIFRANCE INVESTISSEMENT, IRD INVEST",FONDATEUR(S),20-50 M€,Build-up,20-50
23 oct. 2024,ROCAMED,"Monaco |, Etranger","Concepteur, assembleur et distributeur des dispositifs médicaux utilisés pour l’endo-urologie",25.80,2023,Produits Pharmaceutiques & matériel médical,21 INVEST,PROMEPLA,50-150 M€,Spin Off,n.d.
23 oct. 2024,MOON,"France |, Nouvelle-Aquitaine","Conception, financement et exploitation de solutions solaires innovantes",1.70,2023,N/A,"KIMA VENTURES, RAISE SHERPAS, CLIMATE CLUB, DELMAS INVESTISSEMENTS ...",n/a,0-20 M€,Augmentation de capital,N/A
23 oct. 2024,WI TECHNOLOGIES,"France |, Île-de-France",Plateforme Saas collaborative de recommandations et de support client,,N/A,"Internet & ecommerce, eservices",PUBLICIS GROUPE,FONDATEUR(S),n.d.,M&A Corporate,n.d.
23 oct. 2024,GROUPE UNIVERS SANTÉ (DB CONSULTING),"France |, Grand Est",Pharmacies et magasins de matériel médical,15,2023,Produits Pharmaceutiques & matériel médical,,FONDATEUR(S),20-50 M€,Sponsorless,n.d.
23 oct. 2024,SYSTRA,"France |, Île-de-France",Groupe d'ingénierie des transports ferroviaires,1 100,2023,N/A,"LATOUR CAPITAL, FIMALAC","SNCF
                                                    
                            ,                                                            
                                
                                                                                                                    RATP
                                                    
                            ,                                                            
                                
                                                                                                                    GROUPE CREDIT AGRICOLE
                                                    
                            ,                                                            
                                
                                                                                                                    GROUPE BNP PARIBAS
                                                    
                            ,                                                            
                                
                                                                                                                    GROUPE SOCIETE GENERALE
                                                    
                            ,                                                            
                                
                                                                                                                    NATIXIS",500-1000 M€,Cession de titres,250-500
23 oct. 2024,VAN RENS B.V.,"Pays-Bas |, Etranger","Spécialisation dans le marquage routier, les plans de circulation et de mobilité lors des événements et la signalisation",22,2023,"Immobilier & construction, bâtiment","LOCATION TRANSPORT (GRO..., MBO+, AMUNDI PRIVATE EQUITY F...",STRUKTON,10-15 M€,Build-up international,n.d.
22 oct. 2024,AIWAY,"France |, Région Sud - Provence-A",Services et conseil en intégration de l'intelligence artificielle,0.35,2024,Logiciel et services informatiques,,n/a,0-5 M€,Amorçage (seed),N/A
22 oct. 2024,MONROE CAPITAL,"États-Unis |, Etranger",GP spécialisé dans la dette privée,,N/A,N/A,"WENDEL, AXA IM PRIVATE MARKETS ...","MANAGER(S)
                    
                                                ,                                                            
                                
                                                                                                                    BONACCORD CAPITAL PARTN...",>1000 M€,M&A (Int'l),N/A
22 oct. 2024,MPS TOILETTES AUTOMATIQUES,"France |, Nouvelle-Aquitaine","Conception, fabrication et commercialisation de toilettes publiques",10,2023,Produits & Services industriels,"GROUPE M53 (ROSSIGNOL), YOTTA CAPITAL PARTNERS, EPOPEE GESTION, SWEN CAPITAL PARTNERS, BNP PARIBAS DEVELOPPEMENT",MANAGER(S),0-20 M€,Build-up,0-20
22 oct. 2024,NVLS (NIGHTVISION LASERS SPAIN),"Espagne |, Etranger",Équipements de vision nocturne,,N/A,Electronique & Informatique,EXOSENS (EX PHOTONIS),"FONDATEUR(S)
                    
                                                ,                                                            
                                                                        PERSONNE(S) PHYSIQUE(S)",n.d.,M&A (Int'l),n.d.
22 oct. 2024,DIONACH,"Royaume-Uni |, Etranger",Fournisseur de services de cybersécurité,10,2023,Logiciel et services informatiques,"NOMIOS (EX INFRADATA), KEENSIGHT CAPITAL","FONDATEUR(S)
                    
                                                ,                                                            
                                                                        MANAGER(S)",20-50 M€,Build-up international,20-50
21 oct. 2024,MAISON BAYLE,"France |, Auvergne-Rhône-Alpes",Boucherie-charcuterie et traiteur,8,2023,N/A,"SOLEXIA, SOLEXIA AGRO",ACTIONNAIRES FAMILIAUX,0-20 M€,M&A Corporate,0-20
21 oct. 2024,LESLIE R. TIPPING GROUP (LRT),"Royaume-Uni |, Etranger","Fournisseur de produits funéraires (intérieurs de cercueils, doublures et accessoires, urnes, fournitures mortuaires)",10,2023,Services & Biens de consommation,"HYGECO, ABENEX",MANAGER(S),0-20 M€,Build-up international,n.d.
21 oct. 2024,ADP INGENIERIE,"France |, Île-de-France",Ingénierie aéroportuaire,,N/A,N/A,ARTELIA,ADP (EX AEROPORTS DE PA...,n.d.,M&A Corporate,n.d.
21 oct. 2024,FENIIX,"France |, Île-de-France",ESN généraliste couvrant l’ensemble des prestations de conseil et d’assistance technique dans le domaine de l’ingénierie des systèmes d’information et réseaux,1.48,2024,Logiciel et services informatiques,MITEM FRANCE,MANAGER(S),0-5 M€,M&A Corporate,0-5
21 oct. 2024,AERO EQUIPEMENT SAS,"France |, Île-de-France",Distribution de pièces et équipements pour avions et hélicoptères.,10,2023,Produits & Services industriels,SUPRAERO,FONDATEUR(S),5-10 M€,M&A Corporate,5-10
21 oct. 2024,FULGARD (EX-SICURA),"Italie |, Etranger","Fournisseur de services réglementaires de sécurité et santé au travail : fabrication et maintenance d’équipements professionnels anti-incendie, moyens de protection des travailleurs sur machines, conseil et formation  sur les procédures de sécurité, et organisation des visites médicales",113,2023,Services & Conseil aux entreprises,SEVEN2 (EX APAX PARTNERS),"ARGOS WITYU
                                                    
                            ,                                                            
                                
                                                                                                                    REKEEP
                                                    
                            ,                                                            
                                                                        MANAGER(S)",150-250 M€,LBO Bis,n.d.
21 oct. 2024,OPELLA,"France |, Île-de-France","Pôle santé de Sanofi, englobant un portefeuille de plus de 100 marques dont Doliprane",5 200,2023,Produits Pharmaceutiques & matériel médical,"CLAYTON DUBILIER & RICE..., BPIFRANCE INVESTISSEMENT",SANOFI,16 000 M€,Spin Off,n.d.
18 oct. 2024,ICM INDUSTRIE DISTRIBUTION,"France |, Auvergne-Rhône-Alpes","Spécialiste de la transformation par usinage de matériaux plastiques et composites à destination de secteurs comme l’aéronautique, la défense, le médical, l’énergie et l’automobile",28,2023,Produits & Services industriels,"3P PRODUITS PLASTIQUES ..., BNP PARIBAS DEVELOPPEMENT",FONDATEUR(S),0-20 M€,Build-up,n.d.
18 oct. 2024,CLEAQ (EX TRILIZ ET FINAHO),"France |, Île-de-France",Fournisseur-loueur de matériel informatique et spécialiste du financement des appareils dans ce secteur,3.80,2023,Electronique & Informatique,"MOBILE CLUB (MOBILE.CLUB), NEWFUND","FONDATEUR(S)
                    
                                                ,                                                            
                                
                                                                                                                    NEWFUND
                                                    
                            ,                                                            
                                                                        BUSINESS ANGEL(S)",5-10 M€,M&A Corporate,N/A
18 oct. 2024,HBRS GENERIK,"Belgique |, Etranger",Distribution de produits capillaires,,N/A,"Santé, beauté et services associés","GENERIK (BRUNO DISTRIBU..., MOMENTUM INVEST",FONDATEUR(S),0-5 M€,Build-up international,0-5
18 oct. 2024,ALPHA MOS,"France |, Occitanie","Fabricant de dispositifs d'analyse sensorielle (nez, langue et œil électroniques à usage industriel)",4.50,2023,Electronique & Informatique,"AMBROSIA INVESTMENTS, JOLT CAPITAL, EURONEXT (BOURSE)","AMBROSIA INVESTMENTS
                                                    
                            ,                                                            
                                
                                                                                                                    JOLT CAPITAL
                                                    
                            ,                                                            
                                
                                                                                                                    EURONEXT (BOURSE)",10.90 M€,Retrait de cote,N/A
18 oct. 2024,BIBLIOONDEMAND,"France |, Hauts-de-France",Librairie numérique pour les bibliothèques et centres de documentation,0.50,2023,"Internet & ecommerce, eservices","IRD INVEST, FINOVAM GESTION",n/a,0-20 M€,Amorçage (seed),N/A
17 oct. 2024,THEMIS (THEMIS-CI),"Côte d’Ivoire |, Etranger","Spécialiste de  la peinture industrielle, le traitement anti-corrosion, l’échafaudage et les revêtements spéciaux",,N/A,Produits & Services industriels,PARLYM,ACTIONNAIRES FAMILIAUX,n.d.,M&A (Int'l),n.d.
17 oct. 2024,PHENOCELL,"France |, Région Sud - Provence-A",Biotech spécialisée dans la fourniture de kits et de services de tests biologiques in vitro à base d’iPSC (cellules souches pluripotentes induites) pour les troubles cutanés et rétiniens,0.76,2023,N/A,AXOL BIOSCIENCE,FONDATEUR(S),0-5 M€,M&A (Int'l),0-5
17 oct. 2024,VK ELECTRONIC,"France |, Auvergne-Rhône-Alpes","Conseil et services en matière de conception, intégration, installation et maintenance de solutions de sécurité électronique",20,2024,Services & Conseil aux entreprises,SCUTUM,"FONDATEUR(S)
                    
                                                ,                                                            
                                
                                                                                                                    BPIFRANCE INVESTISSEMENT
                                                    
                            ,                                                            
                                                                        ACTIONNAIRES HISTORIQUES",20-50 M€,M&A Corporate,20-50
17 oct. 2024,ISCAE EDUCATION,"France |, Région Sud - Provence-A","École d'enseignement supérieur en management, communication, marketing, immobilier et finance",4,2023,Services & Biens de consommation,"CONNECT PRO, TURENNE GROUPE",MANAGER(S),5-10 M€,OBO,n.d.
17 oct. 2024,ORANO MED,"France |, Île-de-France",Biotech développant des traitements en oncologie via l’alphathérapie ciblée,1 800,2023,N/A,SANOFI,ORANO (EX NEW AREVA),1 900 M€,Participation minoritaire,N/A
17 oct. 2024,CAKTUS,"France |, Centre-Val de Loire",Éditeur d’un logiciel ERP à destination des professionnels du recyclage,,N/A,Logiciel et services informatiques,"SIMPLICITI, IDICO",MANAGER(S),5-10 M€,Build-up,n.d.
17 oct. 2024,LE PARADIS DU FRUIT,"France |, Île-de-France",Chaîne de restauration axée sur une cuisine végétale avec notamment bar à fruits,85,2023,"Tourisme, hôtellerie/restauration, loisirs",GROUPE BERTRAND,"DNA PARADIS GROUP (LE P...
                                                    
                            ,                                                            
                                                                        MANAGER(S)",50-150 M€,Prise de participation,n.d.
17 oct. 2024,INOCAP GESTION,"France |, Île-de-France",Société de gestion de portefeuille spécialisée dans les actions européennes de croissance,,N/A,N/A,GROUPAMA ASSET MANAGEMENT,"FONDATEUR(S)
                    
                                                ,                                                            
                                                                        PERSONNE(S) PHYSIQUE(S)",0-20 M€,M&A Corporate,0-20
17 oct. 2024,DRAGON2000,"Royaume-Uni |, Etranger",Éditeur de logiciels à destination de professionnels de l’après-vente du service automobile britannique,,N/A,Logiciel et services informatiques,"GROUPE LACOUR, CARLYLE","FONDATEUR(S)
                    
                                                ,                                                            
                                                                        MANAGER(S)",n.d.,Build-up international,n.d.
16 oct. 2024,A-DJ SERVICES (HEPP'TAXI),"France |, Etranger",Transports,,N/A,N/A,,FONDATEUR(S),n.d.,M&A (Int'l),n.d.
16 oct. 2024,HEMERIA SURVEILLANCE (EX ASTAREON),"France |, Île-de-France",Fournisseur de données et de services liés à la sécurité et la sûreté au delà de l'atmosphère (données de surveillance des objets présents en orbite basse),,N/A,"Automobile, aérospatial, construction navale","HEMERIA, BNP PARIBAS DEVELOPPEMENT",ONERA (OFFICE NATIONAL ...,0-20 M€,Build-up,0-20
16 oct. 2024,SOCIÉTÉ LE GRAND MOULIN DU CAMERO...,"Cameroun |, Etranger",Moulins produisant de la farine de blé,,N/A,N/A,CADYST GROUP,"GROUPE CASTEL
                                                    
                            ,                                                            
                                
                                                                                                                    SOMDIA (EX SOMDIAA)",n.d.,M&A (Int'l),n.d.
16 oct. 2024,"GROUPE CLIMASET (SET SUD EST, RHÔ...","France |, Région Sud - Provence-A","Installation de systèmes CVC, de désenfumage et de plomberie",13,2023,"Immobilier & construction, bâtiment","SYCLEF, ARDIAN EXPANSION",MANAGER(S),10-15 M€,Build-up,n.d.
16 oct. 2024,KYRIBA,"États-Unis |, Etranger",Éditeur d'une solution de gestion de la liquidité des entreprises internationales,321,2024,Logiciel et services informatiques,"BRIDGEPOINT, GENERAL ATLANTIC","FONDATEUR(S)
                    
                                                ,                                                            
                                
                                                                                                                    IRIS
                                                    
                            ,                                                            
                                
                                                                                                                    BRIDGEPOINT",2 700 M€,LBO Bis,N/A
16 oct. 2024,FIVE MOBILITY,"Royaume-Uni |, Etranger",Fournisseur d'équipements bariatriques et spécialisés,5,2024,Produits Pharmaceutiques & matériel médical,"WINNCARE GROUP, SIPAREX, CAPZA, IDI, SOCADIF, BNP PARIBAS DEVELOPPEMENT",FONDATEUR(S),10-15 M€,Build-up international,10-15
16 oct. 2024,SIAP,"Italie |, Etranger",Fournisseur de solutions ERP pour les agences de voyages d’affaires,5,2024,Logiciel et services informatiques,"CDS GROUPE, IDI",FONDATEUR(S),0-20 M€,Build-up international,0-20
16 oct. 2024,CTP ENVIRONNEMENT,"France |, Auvergne-Rhône-Alpes",Groupe de nettoyage chimique des sites industriels et de traitement d’effluents,45,2023,Produits & Services industriels,"ANDERA PARTNERS, BPIFRANCE INVESTISSEMENT","MANAGER(S)
                    
                                                ,                                                            
                                
                                                                                                                    BNP PARIBAS DEVELOPPEMENT
                                                    
                            ,                                                            
                                
                                                                                                                    BPIFRANCE INVESTISSEMENT",20-50 M€,LBO IV,n.d.
16 oct. 2024,CHEM ARROW CORPORATION,"États-Unis |, Etranger","Producteur de fluides pour le travail des métaux et de lubrifiants pour l'emboutissage des tôles utilisées dans le CVC (Chauffage, Ventilation et Climatisation)",,N/A,"Matières premières & industries de base (minerais, métaux, pétrole, chimie, matériaux primaires ...)",MOTUL,"MANAGER(S)
                    
                                                ,                                                            
                                                                        ACTIONNAIRES FAMILIAUX
                    
                                                ,                                                            
                                
                                                                                                                    SALARIES",20-50 M€,M&A (Int'l),20-50
16 oct. 2024,LAPAIRE,"Côte d’Ivoire |, Etranger",Enseigne d'optique,,N/A,N/A,"AFRICINVEST, PROPARCO",n/a,n.d.,Augmentation de capital,n.d.
16 oct. 2024,COUP DE POING,"France |, Région Sud - Provence-A","Solutions BtoB en fidélisation client, motivation des salariés et développement commercial",5.03,2023,"Média, Marketing/Communication et Télécom",DÉKUPLE (EX ADLPERFORMA...,MANAGER(S),0-5 M€,Prise de participation,0-5
16 oct. 2024,AXEO SERVICES NANCY,"France |, Grand Est",Spécialiste des services à la personne,0.70,2023,Services & Biens de consommation,,"AXEO SERVICES
                                                    
                            ,                                                            
                                
                                                                                                                    GROUPE LA POSTE",n.d.,M&A Corporate,n.d.
16 oct. 2024,TRACKING TECHNOLOGY KNOWLEDGE (TTK),"France |, Île-de-France",Conception et fabrication d’instruments de détection de fuites de liquide pour les environnements critiques,,N/A,Produits & Services industriels,IDI,"FONDATEUR(S)
                    
                                                ,                                                            
                                                                        MANAGER(S)",50-150 M€,OBO,n.d.
16 oct. 2024,HYDROPROCESS,"France |, Bourgogne-Franche-Comté","Concepteur et fabricant de machines spéciales sur mesure, notamment pour la découpe d’aliments par jet d’eau haute pression",11.50,2023,Produits & Services industriels,EVOLEM,FONDATEUR(S),15-20 M€,MBI,0-20
16 oct. 2024,TEPSA (EX RUBIS TERMINAL),"France |, Île-de-France","Stockage de produits pétroliers, chimiques et autres produits industriels liquides (agro-alimentaires et engrais)",267,2023,N/A,I SQUARED CAPITAL,RUBIS,n.d.,Cession de titres,N/A
16 oct. 2024,GROUPE GESTI-PRO,"France |, Île-de-France",Société de prestations de nettoyage pour les entreprises,15,2023,Services & Conseil aux entreprises,GROUPE NSI (EX NETTE SE...,FONDATEUR(S),15-20 M€,M&A Corporate,15-20
15 oct. 2024,TRANSPORTS TRAZIT,"France |, Nouvelle-Aquitaine",Transport de marchandises,7.50,2023,N/A,,GALIA GESTION,0-5 M€,Sponsorless,n.d.
15 oct. 2024,SPORT NATURE,"France |, Bretagne","Conception, fabrication, commercialisation et installation d'équipements sportifs",10,2023,"Tourisme, hôtellerie/restauration, loisirs",UI INVESTISSEMENT,FONDATEUR(S),20-50 M€,BIMBO,0-20
15 oct. 2024,WATCH NEXT MEDIA,"France |, Île-de-France",Production audiovisuelle,15,2023,"Média, Marketing/Communication et Télécom","GROUPE SUPERPROD, CALCIUM CAPITAL",FONDATEUR(S),0-20 M€,Build-up,n.d.
15 oct. 2024,FIM MEDICAL,"France |, Auvergne-Rhône-Alpes","Concepteur, assembleur et distributeur de dispositifs de dépistage pour la vision, la respiration et l’audition auprès des centres de dépistage et des centres de médecine et santé au travail",,N/A,Produits Pharmaceutiques & matériel médical,ARCHIMED GROUP,MANAGER(S),n.d.,Augmentation de capital,n.d.
15 oct. 2024,AUXO DYNAMICS,"France |, Auvergne-Rhône-Alpes","Éditeur d'un logiciel de collecte, analyse et pilotage des critères ESG.",,N/A,Logiciel et services informatiques,"ARKEA CAPITAL, BANQUE DES TERRITOIRES",n/a,5-10 M€,1er tour,N/A
15 oct. 2024,MICROPOLE,"France |, Île-de-France",Conseil et ingénierie en système d'information,141.90,2023,Services & Conseil aux entreprises,TALAN,EURONEXT GROWTH (EX ALT...,30.25 M€,OPA,N/A
14 oct. 2024,TANDEMZ,"France |, Île-de-France",Plateforme en libre-service dédiée au recrutement de participants pour des recherches utilisateur,400,2023,"Internet & ecommerce, eservices",BILENDI (EX MAXIMILES),FONDATEUR(S),n.d.,M&A Corporate,n.d.
14 oct. 2024,INVENTIVA,"France |, Bourgogne-Franche-Comté","Biotech développant des thérapies en oncologie, fibrose et maladies rares",17.50,2023,N/A,"NEW ENTERPRISE ASSOCIAT..., BIOTECHNOLOGY VALUE FUN..., SAMSARA BIOCAPITAL, SOFINNOVA PARTNERS, ANDERA PARTNERS, DEEP TRACK CAPITAL, EVENTIDE ASSET MANAGEMENT, GREAT POINT PARTNERS, INVUS, PERCEPTIVE ADVISORS, SCHONFELD STRATEGIC ADV...",n/a,250-500 M€,Augmentation de capital,N/A
14 oct. 2024,PEERSGROUP,"France |, Île-de-France","Cabinet de conseil en Management, expert des organisations Achats, de la Supply Chain et de la Finance.",30,2023,Services & Conseil aux entreprises,"NEXTSTAGE AM, BNP PARIBAS DEVELOPPEMENT",n.d.,20-50 M€,OBO,n.d.
14 oct. 2024,COMINTY,"France |, Île-de-France",Éditeur d'un logiciel d’optimisation de la recherche d'information en entreprise par l’intelligence artificielle générative,,N/A,Logiciel et services informatiques,"ADNEXUS (GROUPE ADSN), BETTER ANGLE",n/a,5 M€,Amorçage (seed),N/A
14 oct. 2024,COVERGARDEN (SITOFLOR),"France |, Nouvelle-Aquitaine","Commercialisation de gazon naturel en rouleaux et de gazon synthétique, et fournisseur de gazon pour le golf (via la marque Covergolf)",8,2023,Services & Biens de consommation,CREDIT MUTUEL EQUITY,n/a,n.d.,Augmentation de capital,0-5
14 oct. 2024,ALTITAD (ALTITUDE TAD),"France |, La Réunion","Spécialiste dans les interventions difficiles en milieux urbains et industriels et dans les opérations de sécurisation de sites liés aux phénomènes climatiques (tempêtes, cyclones….).
Formation aux métiers de cordistes.",2,2023,"Immobilier & construction, bâtiment","GROUPE JARNIAS, GARIBALDI PARTICIPATIONS",MANAGER(S),n.d.,Build-up,n.d.
14 oct. 2024,HALLORAN CONSULTING GROUP,"États-Unis |, Etranger",Conseil en développement produits et stratégie réglementaire auprès des biotechs,25,2023,"Santé, beauté et services associés","PRODUCTLIFE CONSULTING ..., 21 INVEST, OAKLEY CAPITAL PRIVATE ...","FONDATEUR(S)
                    
                                                ,                                                            
                                                                        MANAGER(S)",0-20 M€,Build-up international,0-20
14 oct. 2024,ROUTIN,"France |, Auvergne-Rhône-Alpes","Producteur et distributeur de sirops, purées et sauces (marques phares 1883 et Eyguebelle), de poudres de café (marque Cappuccine), de mixers (Artonic) et de boissons sans alcool et à faible teneur en sucre",,N/A,N/A,"ARGOS, UI INVESTISSEMENT, CREDIT MUTUEL EQUITY, ARKEA CAPITAL, BNP PARIBAS DEVELOPPEMENT, GARIBALDI PARTICIPATIONS, SWEN CAPITAL PARTNERS",SEVEN2 DEVELOPMENT (EX ...,50-150 M€,LBO Ter,50-150
11 oct. 2024,SYNERLAB,"France |, Grand Est",Sous-traitant pharmaceutique,180,2024,Produits Pharmaceutiques & matériel médical,BLUE WOLF CAPITAL PARTNERS,"21 INVEST
                                                    
                            ,                                                            
                                
                                                                                                                    ARDIAN EXPANSION
                                                    
                            ,                                                            
                                                                        MANAGER(S)",150-250 M€,LBO Ter,n.d.
11 oct. 2024,ASTIER DE VILLATTE,"France |, Île-de-France","Créateur d’objets créatifs : céramiques artisanales, parfum, objets de l'art de vivre (lampes, textile, couverts, verres, meubles...) et édition",,N/A,"Textile, Mode, Luxe, Décoration",VESPER INVESTISSEMENT,FONDATEUR(S),20-50 M€,Augmentation de capital,n.d.
11 oct. 2024,HERRMANN TP,"France |, Grand Est",Entreprise familiale spécialisée dans les travaux publics.,12.40,2023,"Immobilier & construction, bâtiment","BPIFRANCE INVESTISSEMENT, CAPITAL GRAND EST",MANAGER(S),0-20 M€,MBO,n.d.
11 oct. 2024,DEMENEGO,"Italie |, Etranger",Enseigne de magasin d’optique en Italie,35,2023,Services & Biens de consommation,MONTEFIORE INVESTMENT,"VAM INVESTMENTS
                                                    
                            ,                                                            
                                                                        FONDATEUR(S)
                    
                                                ,                                                            
                                                                        MANAGER(S)",50-150 M€,LBO Primaire,n.d.
11 oct. 2024,VENPA,"Italie |, Etranger",Loueur de nacelles élévatrices,100,2024,"Immobilier & construction, bâtiment",SAGARD,"ACTIONNAIRES FAMILIAUX
                    
                                                ,                                                            
                                                                        MANAGER(S)
                    
                                                ,                                                            
                                                                        ACTIONNAIRES HISTORIQUES",250-500 M€,LBO Primaire,50-150
10 oct. 2024,BONUM GROUP (ADFINITAS),"France |, Hauts-de-France",Agences de marketing relationnel pour les organismes à but non lucratif et centre d'appels,35,2023,"Média, Marketing/Communication et Télécom","FLORAC, TRAJAN","TRAJAN
                                                    
                            ,                                                            
                                                                        MANAGER(S)",50-150 M€,LBO Bis,n.d.
10 oct. 2024,HUMENSIS (EX PRESSES UNIVERSITAIR...,"France |, Île-de-France","Éditeur comprenant notamment les marques Belin, PUF, Que sais-je ?, Éditions de l'Observatoire ou Éditions des Équateurs",35,2023,"Média, Marketing/Communication et Télécom",ALBIN MICHEL,SCOR,20-50 M€,Prise de participation,20-50
10 oct. 2024,PARIS FOOTBALL CLUB (PARIS FC),"France |, Île-de-France",Club de football,18,2023,"Tourisme, hôtellerie/restauration, loisirs","FINANCIÈRE AGACHE, RED BULL","BAHRAIN MUMTALAKAT HOLD...
                                                    
                            ,                                                            
                                
                                                                                                                    BRI SPORTS HOLDINGS
                                                    
                            ,                                                            
                                
                                                                                                                    NOAH FOOTBALL GROUP
                                                    
                            ,                                                            
                                
                                                                                                                    SPORT BRIDGES VENTURE (...",20-50 M€,M&A (Int'l),n.d.
10 oct. 2024,FIT IMMERSION,"France |, Occitanie",Sportech spécialisée dans les expériences immersives en vélo par la réalité virtuelle,0.11,2023,Logiciel et services informatiques,KINOMAP,FONDATEUR(S),0-5 M€,M&A Corporate,0-5
10 oct. 2024,PÔLE FINE ART LOGISTICS D'HORUS F...,"France |, Île-de-France","Services dans les arts, du transport au stockage haut de gamme, incluant la gestion de collections et la conservation préventive",225,2023,N/A,ANDERA PARTNERS,HORUS FINANCE,250-500 M€,LBO Primaire,n.d.
10 oct. 2024,SWISS PHARMA NIGERIA (SWIPHA),"Nigeria |, Etranger",Laboratoire spécialisé dans les médicaments génériques,,N/A,Produits Pharmaceutiques & matériel médical,MICRO LABS,"SERVIER
                                                    
                            ,                                                            
                                
                                                                                                                    BIOGARAN",n.d.,M&A (Int'l),n.d.
10 oct. 2024,INTHY,"France |, Île-de-France","Développement et exploitation d’infrastructures de production d’énergies renouvelables (solaire, éolien, hydrogène vert) en France et en Europe",7,2023,N/A,ANDERA PARTNERS,n/a,n.d.,Augmentation de capital,N/A
10 oct. 2024,ZINQ BEAUJOLAIS (EX PERRIGAULT GA...,"France |, Auvergne-Rhône-Alpes",Galvanisation à chaud de pièces métalliques,4,2022,Produits & Services industriels,ZINQ,"GARIBALDI PARTICIPATIONS
                                                    
                            ,                                                            
                                                                        MANAGER(S)",0-20 M€,Sortie M&A Corporate,0-20
09 oct. 2024,WIT,"France |, Région Sud - Provence-A","Concepteur, fabricant et installateur de systèmes de suivi et pilotage des installations techniques permettant de gérer la domotique des bâtiments",15,2024,Electronique & Informatique,"LT CAPITAL, BPIFRANCE INVESTISSEMENT",FONDATEUR(S),0-20 M€,MBO,n.d.
09 oct. 2024,DAY USE (DAYUSE.COM),"France |, Île-de-France",Service en ligne de réservation de chambres d'hôtels en journée,22,2023,"Internet & ecommerce, eservices",MBO+,"EURAZEO GLOBAL INVESTOR
                                                    
                            ,                                                            
                                
                                                                                                                    PARTECH
                                                    
                            ,                                                            
                                                                        FONDATEUR(S)",50-150 M€,LBO Primaire,n.d.
09 oct. 2024,ANTOLI IMPRIMEUR,"France |, Occitanie",Impression offset et packaging (emballages dans perspective publicitaire),5,2023,Produits & Services industriels,GENERIS CAPITAL PARTNERS,n/a,5-10 M€,Augmentation de capital,N/A
08 oct. 2024,ATREAM (INVESTISSEUR),"France |, Île-de-France",Plateforme d’investissement dans l’industrie du tourisme.,,N/A,"Immobilier & construction, bâtiment",CARAC - GROUP EPARGNE R...,NEXTSTAGE AM,n.d.,Cession de titres,n.d.
08 oct. 2024,KSHUTTLE,"France |, Île-de-France",Solutions logicielles destinées au pilotage de la performance financière et extra-financière des entreprises,14,2024,Logiciel et services informatiques,SAGARD,"FONDATEUR(S)
                    
                                                ,                                                            
                                
                                                                                                                    ODYSSEE VENTURE",20-50 M€,Cession de titres,20-50
08 oct. 2024,STANLEY ROBOTICS,"France |, Île-de-France",Concepteur de robots de stationnement automatisés (robots voituriers extérieurs pour le stationnement aéroportuaire et la logistique des véhicules),,N/A,Electronique & Informatique,HL (EX HALLA),"ELAIA PARTNERS
                                                    
                            ,                                                            
                                
                                                                                                                    BPIFRANCE INVESTISSEMENT
                                                    
                            ,                                                            
                                
                                                                                                                    EURAZEO GLOBAL INVESTOR",30.50 M€,M&A (Int'l),N/A
08 oct. 2024,INAPA PACKAGING FRANCE,"France |, Île-de-France",Distribution d’emballages primaires et tertiaires,60,2023,Produits & Services industriels,"FIDEL FILLAUD, AZULIS CAPITAL, ARKEA CAPITAL",INAPA IPG,20-50 M€,Build-up,N/A
